RATINGS COLLECTION
{'_id': ObjectId('5b04970c87977f1fec0fb923'), 'userId': 1, 'movieId': 31, 'rating': 2.5, 'timestamp': 1260759144}
{'_id': ObjectId('61b3925a65df5d7c4e20ad46'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3925a65df5d7c4e20ad47'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3925a65df5d7c4e20ad48'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3925a65df5d7c4e20ad49'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3925a65df5d7c4e20ad4a'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3925a65df5d7c4e20ad4b'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3925a65df5d7c4e20ad4c'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3942987b85b356414fa07'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3942987b85b356414fa08'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3942987b85b356414fa09'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3942987b85b356414fa0a'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3942987b85b356414fa0b'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3942987b85b356414fa0c'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3942987b85b356414fa0d'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3942987b85b356414fa0e'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3942987b85b356414fa0f'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3942987b85b356414fa10'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b394a4c820807daf6a9c92'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b394a4c820807daf6a9c93'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b394a4c820807daf6a9c94'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b394a4c820807daf6a9c95'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b394a4c820807daf6a9c96'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b394a4c820807daf6a9c97'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b394a4c820807daf6a9c98'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b394a4c820807daf6a9c99'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b394a4c820807daf6a9c9a'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b394a4c820807daf6a9c9b'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3950f1059c15fefc708cb'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3950f1059c15fefc708cc'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3950f1059c15fefc708cd'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3950f1059c15fefc708ce'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3950f1059c15fefc708cf'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3950f1059c15fefc708d0'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3950f1059c15fefc708d1'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3950f1059c15fefc708d2'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3950f1059c15fefc708d3'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3950f1059c15fefc708d4'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b39598b3891f6026318cc1'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b39598b3891f6026318cc2'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b39598b3891f6026318cc3'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b39598b3891f6026318cc4'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b39598b3891f6026318cc5'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b39598b3891f6026318cc6'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b39598b3891f6026318cc7'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b39598b3891f6026318cc8'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b39598b3891f6026318cc9'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b39598b3891f6026318cca'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b39639b859195454bfdb0f'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b39639b859195454bfdb10'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b39639b859195454bfdb11'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b39639b859195454bfdb12'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b39639b859195454bfdb13'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b39639b859195454bfdb14'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b39639b859195454bfdb15'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b39639b859195454bfdb16'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b39639b859195454bfdb17'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b39639b859195454bfdb18'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b396d1cb653d630e5d075a'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b396d1cb653d630e5d075b'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b396d1cb653d630e5d075c'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b396d1cb653d630e5d075d'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b396d1cb653d630e5d075e'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b396d1cb653d630e5d075f'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b396d1cb653d630e5d0760'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b396d1cb653d630e5d0761'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b396d1cb653d630e5d0762'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b396d1cb653d630e5d0763'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3975627a0585affbdbc34'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3975627a0585affbdbc35'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3975627a0585affbdbc36'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3975627a0585affbdbc37'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3975627a0585affbdbc38'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3975627a0585affbdbc39'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3975627a0585affbdbc3a'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3975627a0585affbdbc3b'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3975627a0585affbdbc3c'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3975627a0585affbdbc3d'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b39a002478abc6296947dc'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b39a002478abc6296947dd'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b39a002478abc6296947de'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b39a002478abc6296947df'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b39a002478abc6296947e0'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b39a002478abc6296947e1'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b39a002478abc6296947e2'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b39a002478abc6296947e3'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b39a002478abc6296947e4'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b39a002478abc6296947e5'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b39aa7088fe67b84d3fdfb'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b39aa7088fe67b84d3fdfc'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b39aa7088fe67b84d3fdfd'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b39aa7088fe67b84d3fdfe'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b39aa7088fe67b84d3fdff'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b39aa7088fe67b84d3fe00'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b39aa7088fe67b84d3fe01'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b39aa7088fe67b84d3fe02'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b39aa7088fe67b84d3fe03'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b39aa7088fe67b84d3fe04'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b39b2075ce8c2963a47615'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b39b2075ce8c2963a47616'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b39b2075ce8c2963a47617'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b39b2075ce8c2963a47618'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b39b2075ce8c2963a47619'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b39b2075ce8c2963a4761a'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b39b2075ce8c2963a4761b'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b39b2075ce8c2963a4761c'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b39b2075ce8c2963a4761d'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b39b2075ce8c2963a4761e'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b39bee1e3c7eb19e33ed0e'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b39bee1e3c7eb19e33ed0f'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b39bee1e3c7eb19e33ed10'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b39bee1e3c7eb19e33ed11'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b39bee1e3c7eb19e33ed12'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b39bee1e3c7eb19e33ed13'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b39bee1e3c7eb19e33ed14'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b39bee1e3c7eb19e33ed15'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b39bee1e3c7eb19e33ed16'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b39bee1e3c7eb19e33ed17'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b39f36c11cc1461677bf2f'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b39f36c11cc1461677bf30'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b39f36c11cc1461677bf31'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b39f36c11cc1461677bf32'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b39f36c11cc1461677bf33'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b39f36c11cc1461677bf34'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b39f36c11cc1461677bf35'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b39f36c11cc1461677bf36'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b39f36c11cc1461677bf37'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b39f36c11cc1461677bf38'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b39fc5327643c45d5a658a'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b39fc5327643c45d5a658b'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b39fc5327643c45d5a658c'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b39fc5327643c45d5a658d'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b39fc5327643c45d5a658e'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b39fc5327643c45d5a658f'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b39fc5327643c45d5a6590'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b39fc5327643c45d5a6591'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b39fc5327643c45d5a6592'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b39fc5327643c45d5a6593'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3a0183a012686d55ec40a'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3a0183a012686d55ec40b'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3a0183a012686d55ec40c'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3a0183a012686d55ec40d'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3a0183a012686d55ec40e'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3a0183a012686d55ec40f'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3a0183a012686d55ec410'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3a0183a012686d55ec411'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3a0183a012686d55ec412'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3a0183a012686d55ec413'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9f4'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9f5'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9f6'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9f7'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9f8'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9f9'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9fa'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9fb'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9fc'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3a07ce7aaffaedfb5b9fd'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3a11894e64b9d2d62b080'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3a11894e64b9d2d62b081'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3a11894e64b9d2d62b082'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3a11894e64b9d2d62b083'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3a11894e64b9d2d62b084'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3a11894e64b9d2d62b085'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3a11894e64b9d2d62b086'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3a11894e64b9d2d62b087'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3a11894e64b9d2d62b088'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3a11894e64b9d2d62b089'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b4c35c0fc56113daa65373'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b4c35c0fc56113daa65374'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b4c35c0fc56113daa65375'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b4c35c0fc56113daa65376'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b4c35c0fc56113daa65377'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b4c35c0fc56113daa65378'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b4c35c0fc56113daa65379'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b4c35c0fc56113daa6537a'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b4c35c0fc56113daa6537b'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b4c35c0fc56113daa6537c'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b4c3fc72e62921551ff02b'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b4c3fc72e62921551ff02c'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b4c3fc72e62921551ff02d'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b4c3fc72e62921551ff02e'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b4c3fc72e62921551ff02f'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b4c3fc72e62921551ff030'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b4c3fc72e62921551ff031'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b4c3fc72e62921551ff032'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b4c3fc72e62921551ff033'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b4c3fc72e62921551ff034'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b6b09b1d41c844acaca219'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b6b09b1d41c844acaca21a'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b6b09b1d41c844acaca21b'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b6b09b1d41c844acaca21c'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b6b09b1d41c844acaca21d'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b6b09b1d41c844acaca21e'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b6b09b1d41c844acaca21f'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b6b09b1d41c844acaca220'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b6b09b1d41c844acaca221'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b6b09b1d41c844acaca222'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
